0.628318531	15.64236321		0	0
0.634601716	15.5891975		1	1
0.640884901	15.53650182		2	2
0.647168087	15.48426711		3	3
0.653451272	15.43248456		4	4
0.659734457	15.38114564		5	5
0.666017643	15.33024202		6	6
0.672300828	15.27976564		7	7
0.678584013	15.22970865		8	8
0.684867198	15.18006339		9	9
0.691150384	15.13082245		10	10
0.697433569	15.08197859		11	11
0.703716754	15.03352478		12	12
0.70999994	14.98545416			
0.716283125	14.93776006			
0.72256631	14.89043598			
0.728849496	14.8434756			
0.735132681	14.79687273			
0.741415866	14.75062137			
0.747699052	14.70471565			
0.753982237	14.65914986			
0.760265422	14.61391842			
0.766548607	14.56901589			
0.772831793	14.52443697			
0.779114978	14.48017647			
0.785398163	14.43622933			
0.791681349	14.39259062			
0.797964534	14.34925553			
0.804247719	14.30621933			
0.810530905	14.26347744			
0.81681409	14.22102536			
0.823097275	14.1788587			
0.829380461	14.13697316			
0.835663646	14.09536455			
0.841946831	14.05402878			
0.848230016	14.01296181			
0.854513202	13.97215975			
0.860796387	13.93161874			
0.867079572	13.89133502			
0.873362758	13.85130494			
0.879645943	13.81152488			
0.885929128	13.77199134			
0.892212314	13.73270085			
0.898495499	13.69365006			
0.904778684	13.65483565			
0.91106187	13.61625439			
0.917345055	13.5779031			
0.92362824	13.53977869			
0.929911425	13.50187811			
0.936194611	13.46419837			
0.942477796	13.42673656			
0.948760981	13.3894898			
0.955044167	13.3524553			
0.961327352	13.31563028			
0.967610537	13.27901206			
0.973893723	13.24259798			
0.980176908	13.20638545			
0.986460093	13.17037191			
0.992743279	13.13455487			
0.999026464	13.09893187			
1.005309649	13.0635005			
1.011592834	13.0282584			
1.01787602	12.99320324			
1.024159205	12.95833276			
1.03044239	12.92364471			
1.036725576	12.8891369			
1.043008761	12.85480717			
1.049291946	12.8206534			
1.055575132	12.78667351			
1.061858317	12.75286546			
1.068141502	12.71922724			
1.074424688	12.68575688			
1.080707873	12.65245244			
1.086991058	12.61931201			
1.093274243	12.58633372			
1.099557429	12.55351572			
1.105840614	12.52085622			
1.112123799	12.48835343			
1.118406985	12.4560056			
1.12469017	12.42381101			
1.130973355	12.39176797			
1.137256541	12.35987482			
1.143539726	12.32812991			
1.149822911	12.29653164			
1.156106097	12.26507842			
1.162389282	12.2337687			
1.168672467	12.20260094			
1.174955652	12.17157364			
1.181238838	12.1406853			
1.187522023	12.10993447			
1.193805208	12.0793197			
1.200088394	12.04883959			
1.206371579	12.01849273			
1.212654764	11.98827776			
1.21893795	11.95819332			
1.225221135	11.92823808			
1.23150432	11.89841073			
1.237787506	11.86870998			
1.244070691	11.83913455			
1.250353876	11.8096832			
1.256637061	11.7803547			
1.262920247	11.75114781			
1.269203432	11.72206136			
1.275486617	11.69309415			
1.281769803	11.66424503			
1.288052988	11.63551284			
1.294336173	11.60689647			
1.300619359	11.57839479			
1.306902544	11.55000671			
1.313185729	11.52173115			
1.319468915	11.49356704			
1.3257521	11.46551333			
1.332035285	11.43756898			
1.33831847	11.40973298			
1.344601656	11.38200431			
1.350884841	11.35438198			
1.357168026	11.32686501			
1.363451212	11.29945243			
1.369734397	11.27214329			
1.376017582	11.24493666			
1.382300768	11.2178316			
1.388583953	11.19082719			
1.394867138	11.16392254			
1.401150324	11.13711676			
1.407433509	11.11040896			
1.413716694	11.08379828			
1.419999879	11.05728386			
1.426283065	11.03086485			
1.43256625	11.00454043			
1.438849435	10.97830977			
1.445132621	10.95217207			
1.451415806	10.9261265			
1.457698991	10.9001723			
1.463982177	10.87430867			
1.470265362	10.84853484			
1.476548547	10.82285005			
1.482831732	10.79725356			
1.489114918	10.77174461			
1.495398103	10.74632248			
1.501681288	10.72098644			
1.507964474	10.69573577			
1.514247659	10.67056977			
1.520530844	10.64548775			
1.52681403	10.62048901			
1.533097215	10.59557287			
1.5393804	10.57073866			
1.545663586	10.54598572			
1.551946771	10.52131339			
1.558229956	10.49672102			
1.564513141	10.47220798			
1.570796327	10.44777362			
1.577079512	10.42341732			
1.583362697	10.39913847			
1.589645883	10.37493646			
1.595929068	10.35081068			
1.602212253	10.32676053			
1.608495439	10.30278543			
1.614778624	10.27888479			
1.621061809	10.25505804			
1.627344995	10.23130461			
1.63362818	10.20762393			
1.639911365	10.18401545			
1.64619455	10.16047862			
1.652477736	10.1370129			
1.658760921	10.11361774			
1.665044106	10.09029262			
1.671327292	10.06703701			
1.677610477	10.04385038			
1.683893662	10.02073224			
1.690176848	9.997682062			
1.696460033	9.97469935			
1.702743218	9.951783606			
1.709026404	9.928934338			
1.715309589	9.90615106			
1.721592774	9.883433292			
1.727875959	9.860780556			
1.734159145	9.838192382			
1.74044233	9.815668306			
1.746725515	9.793207865			
1.753008701	9.770810604			
1.759291886	9.748476073			
1.765575071	9.726203825			
1.771858257	9.703993419			
1.778141442	9.681844417			
1.784424627	9.659756389			
1.790707813	9.637728906			
1.796990998	9.615761544			
1.803274183	9.593853886			
1.809557368	9.572005516			
