0	6.166	6.166	1
0	6.666	6.666	1
0	7.166	7.166	1
0	7.666	7.666	1
0	8.166	8.166	1
0	8.666	8.666	1
0	9.166	9.166	1
0	9.666	9.666	1
0	10.166	10.166	1
0	10.666	10.666	1
0	11.166	11.166	1
0	11.666	11.666	1
0	12.166	12.166	1
0	12.666	12.666	1
0	13.166	13.166	1
0	13.666	13.666	1
0	14.166	14.166	1
0	14.666	14.666	1
0	15.166	15.166	1
0	15.666	15.666	1
0.01	6.172	6.172	1.002
0.01	6.672	6.672	1.002
0.01	7.172	7.172	1
0.01	7.672	7.672	1
0.01	8.174	8.174	1.002
0.01	8.674	8.674	1.002
0.01	9.174	9.174	1
0.01	9.674	9.674	1
0.01	10.174	10.174	1
0.01	10.676	10.676	1.002
0.01	11.176	11.176	1.002
0.01	11.676	11.676	1
0.01	12.176	12.176	1
0.01	12.678	12.678	1.002
0.01	13.178	13.178	1.002
0.01	13.678	13.678	1
0.01	14.178	14.178	1
0.01	14.678	14.678	1
0.01	15.18	15.18	1.002
0.01	15.68	15.68	1.002
0.02	6.192	6.192	1.002
0.02	6.692	6.692	1.002
0.02	7.194	7.194	1.002
0.02	7.694	7.694	1.002
0.02	8.196	8.196	1.002
0.02	8.696	8.696	1.002
0.02	9.198	9.198	1.002
0.02	9.698	9.698	1.002
0.02	10.2	10.2	1.002
0.02	10.7	10.7	1.002
0.02	11.202	11.202	1.002
0.02	11.702	11.702	1.002
0.02	12.204	12.204	1.002
0.02	12.704	12.704	1.002
0.02	13.206	13.206	1.002
0.02	13.706	13.706	1.002
0.02	14.208	14.208	1.002
0.02	14.708	14.708	1.002
0.02	15.21	15.21	1.002
0.02	15.71	15.71	1.002
0.03	6.23	6.23	1.004
0.03	6.73	6.73	1.002
0.03	7.232	7.232	1.002
0.03	7.734	7.734	1.004
0.03	8.236	8.236	1.004
0.03	8.738	8.738	1.004
0.03	9.238	9.238	1.002
0.03	9.74	9.74	1.002
0.03	10.242	10.242	1.004
0.03	10.744	10.744	1.004
0.03	11.244	11.244	1.002
0.03	11.746	11.746	1.002
0.03	12.248	12.248	1.004
0.03	12.75	12.75	1.004
0.03	13.25	13.25	1.002
0.03	13.752	13.752	1.002
0.03	14.254	14.254	1.004
0.03	14.756	14.756	1.004
0.03	15.256	15.256	1.002
0.03	15.758	15.758	1.002
0.04	6.284	6.284	1.004
0.04	6.786	6.786	1.004
0.04	7.288	7.288	1.004
0.04	7.79	7.79	1.004
0.04	8.292	8.292	1.004
0.04	8.794	8.794	1.004
0.04	9.296	9.296	1.004
0.04	9.798	9.798	1.004
0.04	10.3	10.3	1.004
0.04	10.802	10.802	1.004
0.04	11.304	11.304	1.004
0.04	11.806	11.806	1.004
0.04	12.308	12.308	1.004
0.04	12.81	12.81	1.004
0.04	13.312	13.312	1.004
0.04	13.814	13.814	1.004
0.04	14.316	14.316	1.004
0.04	14.818	14.818	1.004
0.04	15.318	15.318	1.002
0.04	15.82	15.82	1.002
0.05	6.348	6.348	1.004
0.05	6.85	6.85	1.004
0.05	7.354	7.354	1.006
0.05	7.856	7.856	1.006
0.05	8.358	8.358	1.004
0.05	8.86	8.86	1.004
0.05	9.36	9.36	1.002
0.05	9.862	9.862	1.002
0.05	10.364	10.364	1.004
0.05	10.866	10.866	1.004
0.05	11.368	11.368	1.004
0.05	11.87	11.87	1.004
0.05	12.372	12.372	1.004
0.05	12.874	12.874	1.004
0.05	13.376	13.376	1.004
0.05	13.878	13.878	1.004
0.05	14.38	14.38	1.004
0.05	14.882	14.882	1.004
0.05	15.382	15.382	1.002
0.05	15.884	15.884	1.002
0.06	6.408	6.408	1.004
0.06	6.91	6.91	1.004
0.06	7.412	7.412	1.004
0.06	7.914	7.914	1.004
0.06	8.414	8.414	1.002
