0	6.2	6.2	1.2
0	6.798	6.798	1.198
0	7.398	7.398	1.198
0	7.998	7.998	1.2
0	8.598	8.598	1.2
0	9.198	9.198	1.2
0	9.798	9.798	1.2
0	10.398	10.398	1.2
0	10.998	10.998	1.2
0	11.598	11.598	1.2
0	12.198	12.198	1.2
0	12.798	12.798	1.2
0	13.398	13.398	1.2
0	13.998	13.998	1.2
0	14.598	14.598	1.2
0	15.198	15.198	1.2
0	15.8	15.8	1.202
0.01	6.398	6.398	1.198
0.01	6.998	6.998	1.198
0.01	7.598	7.598	1.2
0.01	8.2	8.2	1.202
0.01	8.8	8.8	1.202
0.01	9.4	9.4	1.2
0.01	10.002	10.002	1.202
0.01	10.6	10.6	1.2
0.01	11.2	11.2	1.198
0.01	11.8	11.8	1.2
0.01	12.398	12.398	1.198
0.01	12.998	12.998	1.198
0.01	13.598	13.598	1.2
0.01	14.2	14.2	1.202
0.01	14.8	14.8	1.202
0.01	15.4	15.4	1.2
0.02	6.6	6.6	1.2
0.02	7.198	7.198	1.198
0.02	7.798	7.798	1.198
0.02	8.396	8.396	1.198
0.02	8.996	8.996	1.198
0.02	9.596	9.596	1.2
0.02	10.198	10.198	1.202
0.02	10.798	10.798	1.202
0.02	11.4	11.4	1.202
0.02	12	12	1.202
0.02	12.6	12.6	1.2
0.02	13.198	13.198	1.198
0.02	13.798	13.798	1.198
0.02	14.396	14.396	1.198
0.02	14.996	14.996	1.198
0.02	15.596	15.596	1.2
0.03	6.198	6.198	1.204
0.03	6.8	6.8	1.204
0.03	7.402	7.402	1.204
0.03	8.002	8.002	1.202
0.03	8.602	8.602	1.2
0.03	9.2	9.2	1.198
0.03	9.798	9.798	1.196
0.03	10.396	10.396	1.196
0.03	10.994	10.994	1.196
0.03	11.596	11.596	1.2
0.03	12.198	12.198	1.204
0.03	12.8	12.8	1.204
0.03	13.402	13.402	1.204
0.03	14.002	14.002	1.202
0.03	14.602	14.602	1.2
0.03	15.2	15.2	1.198
0.03	15.798	15.798	1.196
0.04	6.394	6.394	1.194
0.04	6.994	6.994	1.196
0.04	7.594	7.594	1.2
0.04	8.196	8.196	1.202
0.04	8.8	8.8	1.206
0.04	9.402	9.402	1.206
0.04	10.004	10.004	1.204
0.04	10.602	10.602	1.2
0.04	11.2	11.2	1.196
0.04	11.796	11.796	1.194
0.04	12.394	12.394	1.194
0.04	12.992	12.992	1.196
0.04	13.594	13.594	1.2
0.04	14.196	14.196	1.204
0.04	14.8	14.8	1.206
0.04	15.402	15.402	1.206
0.05	6.002	6.002	1.204
0.05	6.602	6.602	1.2
0.05	7.198	7.198	1.196
0.05	7.794	7.794	1.192
0.05	8.392	8.392	1.194
0.05	8.99	8.99	1.196
0.05	9.59	9.59	1.198
0.05	10.194	10.194	1.204
0.05	10.798	10.798	1.208
0.05	11.4	11.4	1.206
0.05	12.002	12.002	1.204
0.05	12.6	12.6	1.2
0.05	13.198	13.198	1.196
0.05	13.794	13.794	1.194
0.05	14.39	14.39	1.192
0.05	14.988	14.988	1.194
0.05	15.59	15.59	1.2
0.06	6.192	6.192	1.204
0.06	6.798	6.798	1.208
0.06	7.402	7.402	1.21
0.06	8.004	8.004	1.206
0.06	8.602	8.602	1.2
0.06	9.198	9.198	1.194
0.06	9.792	9.792	1.19
0.06	10.39	10.39	1.192
0.06	10.986	10.986	1.194
0.06	11.588	11.588	1.198
0.06	12.192	12.192	1.206
0.06	12.796	12.796	1.208
0.06	13.4	13.4	1.208
0.06	14.002	14.002	1.206
0.06	14.6	14.6	1.2
0.06	15.196	15.196	1.194
0.06	15.792	15.792	1.192
0.07	6.388	6.388	1.192
0.07	6.984	6.984	1.192
0.07	7.586	7.586	1.198
0.07	8.19	8.19	1.206
0.07	8.796	8.796	1.21
0.07	9.4	9.4	1.21
0.07	10.002	10.002	1.206
0.07	10.6	10.6	1.2
0.07	11.196	11.196	1.194
0.07	11.79	11.79	1.19
0.07	12.386	12.386	1.19
0.07	12.984	12.984	1.194
0.07	13.586	13.586	1.2
0.07	14.19	14.19	1.206
0.07	14.794	14.794	1.208
0.07	15.4	15.4	1.21
0.08	6.598	6.598	1.2
0.08	7.192	7.192	1.192
0.08	7.786	7.786	1.188
0.08	8.382	8.382	1.19
0.08	8.978	8.978	1.192
0.08	9.58	9.58	1.198
0.08	10.184	10.184	1.206
0.08	10.79	10.79	1.21
0.08	11.396	11.396	1.212
0.08	12	12	1.21
0.08	12.596	12.596	1.2
0.08	13.192	13.192	1.192
0.08	13.786	13.786	1.19
0.08	14.38	14.38	1.188
0.08	14.976	14.976	1.19
0.08	15.578	15.578	1.198
0.09	6.182	6.182	1.208
0.09	6.788	6.788	1.212
0.09	7.394	7.394	1.212
0.09	7.998	7.998	1.21
0.09	8.596	8.596	1.202
0.09	9.19	9.19	1.192
0.09	9.784	9.784	1.188
0.09	10.378	10.378	1.188
0.09	10.974	10.974	1.19
0.09	11.574	11.574	1.196
0.09	12.18	12.18	1.206
0.09	12.786	12.786	1.212
0.09	13.392	13.392	1.212
0.09	13.996	13.996	1.21
0.09	14.594	14.594	1.202
0.09	15.188	15.188	1.192
0.09	15.782	15.782	1.188
0.1	6.374	6.374	1.186
0.1	6.968	6.968	1.188
0.1	7.57	7.57	1.196
0.1	8.176	8.176	1.208
0.1	8.784	8.784	1.214
0.1	9.39	9.39	1.214
0.1	9.994	9.994	1.21
0.1	10.592	10.592	1.202
0.1	11.186	11.186	1.192
0.1	11.778	11.778	1.186
0.1	12.372	12.372	1.186
0.1	12.966	12.966	1.188
0.1	13.568	13.568	1.196
0.1	14.174	14.174	1.208
0.1	14.782	14.782	1.214
0.1	15.388	15.388	1.214
0.1	15.992	15.992	1.21
0.11	6.586	6.586	1.2
0.11	7.18	7.18	1.19
0.11	7.772	7.772	1.186
0.11	8.366	8.366	1.186
0.11	8.96	8.96	1.188
0.11	9.56	9.56	1.194
0.11	10.168	10.168	1.208
0.11	10.776	10.776	1.216
0.11	11.382	11.382	1.214
0.11	11.988	11.988	1.212
0.11	12.584	12.584	1.202
0.11	13.178	13.178	1.19
0.11	13.77	13.77	1.186
0.11	14.362	14.362	1.184
0.11	14.958	14.958	1.188
0.11	15.558	15.558	1.196
0.12	6.162	6.162	1.208
0.12	6.77	6.77	1.216
0.12	7.378	7.378	1.216
0.12	7.984	7.984	1.214
0.12	8.58	8.58	1.202
0.12	9.174	9.174	1.19
0.12	9.766	9.766	1.186
0.12	10.358	10.358	1.184
0.12	10.952	10.952	1.186
0.12	11.552	11.552	1.194
0.12	12.158	12.158	1.206
0.12	12.768	12.768	1.216
0.12	13.376	13.376	1.218
0.12	13.98	13.98	1.212
0.12	14.578	14.578	1.202
0.12	15.172	15.172	1.192
0.12	15.762	15.762	1.184
0.13	6.352	6.352	1.182
0.13	6.944	6.944	1.184
0.13	7.544	7.544	1.192
0.13	8.152	8.152	1.208
0.13	8.76	8.76	1.216
0.13	9.37	9.37	1.218
0.13	9.976	9.976	1.216
